Time,PRICE,SIZE,EXCHANGE
10:00:19.909,135.17,100,K
10:00:19.909,135.17,100,Q
10:00:19.909,135.17,100,Q
10:00:19.909,135.17,100,Q
10:00:19.909,135.17,100,P
10:00:19.909,135.17,100,P
10:00:19.909,135.17,100,Q
10:00:19.960,135.16,100,D
10:00:20.157,135.18,9,D
10:00:20.448,135.17,500,D
10:00:21.305,135.18,5,D
10:00:21.335,135.18,100,D
10:00:22.791,135.17,4,D
10:00:23.137,135.17,2,D
10:00:23.562,135.18,100,D
10:00:23.564,135.18,100,D
10:00:23.690,135.17,754,D
10:00:25.561,135.18,100,D
10:00:25.570,135.18,900,D
10:00:26.059,135.18,600,D
10:00:26.311,135.17,26,B
10:00:26.312,135.17,374,B
10:00:26.312,135.18,100,Q
10:00:26.312,135.17,200,Q
10:00:26.312,135.17,100,K
10:00:26.312,135.17,100,Q
10:00:26.312,135.17,200,Q
10:00:26.312,135.17,100,J
10:00:26.312,135.17,100,K
10:00:26.312,135.17,100,J
10:00:26.312,135.17,100,Y
10:00:26.312,135.17,100,Z
10:00:26.312,135.17,100,P
10:00:26.491,135.17,100,D
10:00:26.713,135.16,5,Y
10:00:27.096,135.16,100,D
10:00:27.191,135.16,100,Z
10:00:27.275,135.16,1,Q
10:00:27.402,135.16,99,Q
10:00:27.402,135.16,1,Q
10:00:27.402,135.16,200,X
10:00:27.402,135.16,199,Q
10:00:27.402,135.16,400,Q
10:00:27.402,135.16,1,Q
10:00:27.402,135.16,100,Q
10:00:27.403,135.16,100,P
10:00:27.426,135.15,50,D
10:00:28.012,135.15,100,Q
10:00:28.013,135.15,100,K
10:00:28.444,135.15,90,D
10:00:28.666,135.15,100,Z
10:00:28.995,135.15,295,D
10:00:29.138,135.16,100,D
10:00:30.122,135.15,26,D
10:00:30.577,135.16,25,D
10:00:30.590,135.15,32,D
10:00:31.520,135.16,15,D
10:00:31.824,135.15,100,D
10:00:31.954,135.15,100,D
10:00:31.989,135.16,200,D
10:00:32.356,135.15,100,Q
10:00:32.357,135.15,100,P
10:00:32.368,135.15,100,D
10:00:32.382,135.15,300,D
10:00:32.444,135.15,100,D
10:00:32.772,135.15,100,D
10:00:33.351,135.15,100,K
10:00:33.715,135.15,4,D
10:00:33.858,135.15,100,P
10:00:35.566,135.14,26,B
10:00:35.566,135.14,74,B
10:00:35.566,135.14,100,Z
10:00:35.566,135.14,200,Z
10:00:35.566,135.14,100,X
10:00:35.566,135.14,100,Q
10:00:35.566,135.14,38,K
10:00:35.566,135.14,200,Q
10:00:35.566,135.14,1,Q
10:00:35.566,135.14,100,Q
10:00:35.566,135.14,100,K
10:00:35.567,135.14,100,P
10:00:35.567,135.14,1,P
10:00:35.576,135.14,100,D
10:00:35.586,135.14,100,D
10:00:36.333,135.13,200,D
10:00:37.307,135.13,30,D
10:00:37.785,135.13,150,D
10:00:37.880,135.14,100,Q
10:00:37.880,135.14,100,Q
10:00:38.705,135.14,500,D
10:00:39.573,135.14,100,D
10:00:39.775,135.14,100,P
10:00:39.985,135.14,100,Q
10:00:40.037,135.15,900,D
10:00:40.038,135.15,100,D
10:00:40.322,135.14,100,D
10:00:40.416,135.14,1,Q
10:00:40.416,135.14,100,Z
10:00:40.499,135.13,100,V
10:00:40.881,135.14,37,D
10:00:41.335,135.13,100,B
10:00:41.336,135.13,100,V
10:00:41.527,135.13,10,D
10:00:42.083,135.12,100,Q
10:00:43.099,135.11,100,D
10:00:44.431,135.11,2000,D
10:00:44.796,135.11,9,Q
10:00:44.796,135.11,200,Q
10:00:44.797,135.11,100,P
10:00:45.243,135.11,100,V
10:00:45.285,135.1,1,K
10:00:45.300,135.11,100,Z
10:00:45.424,135.11,2,K
10:00:45.841,135.11,100,Q
10:00:46.415,135.1,264,D
10:00:46.594,135.11,200,D
10:00:46.595,135.11,100,Q
10:00:46.766,135.11,100,V
10:00:46.767,135.11,200,D
10:00:46.768,135.11,500,D
10:00:46.768,135.11,100,D
10:00:46.769,135.11,100,D
10:00:46.769,135.11,100,D
10:00:46.771,135.11,100,D
10:00:46.773,135.11,200,D
10:00:46.773,135.1,100,Y
10:00:46.773,135.1,100,Y
10:00:46.773,135.11,500,D
10:00:46.773,135.11,200,D
10:00:46.775,135.11,200,D
10:00:46.775,135.1,100,B
10:00:46.775,135.1,200,Y
10:00:46.777,135.11,200,D
10:00:46.777,135.11,100,D
10:00:46.778,135.1,1000,K
10:00:46.778,135.1,75,K
10:00:46.778,135.11,100,D
10:00:46.778,135.1,200,K
10:00:46.778,135.1,312,K
10:00:46.778,135.1,588,K
10:00:46.778,135.1,100,Z
10:00:46.778,135.1,72,Z
10:00:46.778,135.1,500,Q
10:00:46.778,135.1,26,Q
10:00:46.778,135.1,1412,K
10:00:46.778,135.1,70,K
10:00:46.778,135.1,100,K
10:00:46.778,135.1,28,Z
10:00:46.778,135.1,100,V
10:00:46.778,135.1,25,P
10:00:46.779,135.11,100,D
10:00:46.779,135.1,100,D
10:00:46.780,135.11,1000,D
10:00:46.781,135.11,75,D
10:00:46.781,135.11,200,D
10:00:46.782,135.11,312,D
10:00:46.782,135.11,588,D
10:00:46.783,135.11,25,D
10:00:46.783,135.11,100,D
10:00:46.786,135.1,100,D
10:00:46.786,135.1,4000,D
10:00:46.866,135.09,3000,D
10:00:46.886,135.11,100,D
10:00:46.902,135.09,1,Q
10:00:46.902,135.09,10,Q
10:00:46.902,135.09,100,K
10:00:46.902,135.09,100,K
10:00:46.903,135.09,100,K
10:00:46.903,135.09,4,P
10:00:46.904,135.09,100,P
10:00:47.188,135.08,28,K
10:00:47.188,135.08,100,K
10:00:47.188,135.08,37,K
10:00:47.189,135.08,80,Q
10:00:47.189,135.08,100,Z
10:00:47.190,135.08,20,P
10:00:47.192,135.08,5,Z
10:00:47.194,135.08,900,D
10:00:47.197,135.08,1000,D
10:00:47.268,135.08,50,D
10:00:47.413,135.08,80,P
10:00:47.415,135.07,80,D
10:00:47.418,135.07,300,P
10:00:47.418,135.07,20,P
10:00:47.456,135.07,10,D
10:00:47.573,135.07,100,D
10:00:47.872,135.07,114,D
10:00:47.876,135.07,114,D
10:00:47.954,135.07,100,D
10:00:48.007,135.07,100,D
10:00:48.074,135.08,100,Q
10:00:48.218,135.07,100,D
10:00:48.470,135.08,100,V
10:00:48.759,135.07,1000,D
10:00:49.891,135.07,38,D
10:00:50.470,135.08,100,D
10:00:50.471,135.08,100,D
10:00:50.731,135.08,100,V
10:00:51.542,135.08,11,D
10:00:51.677,135.08,100,K
10:00:51.677,135.08,45,K
10:00:51.714,135.08,100,Q
10:00:51.714,135.08,100,Q
10:00:51.714,135.08,100,X
10:00:51.714,135.08,100,Y
10:00:51.714,135.08,200,P
10:00:51.720,135.09,6,D
10:00:51.937,135.09,1,D
10:00:52.046,135.08,57,Q
10:00:52.228,135.08,100,Z
10:00:52.305,135.09,100,Q
10:00:52.305,135.09,100,Q
10:00:52.305,135.09,200,Q
10:00:52.699,135.09,3,Z
10:00:52.699,135.09,12,Z
10:00:53.183,135.09,400,D
10:00:53.272,135.09,100,Q
10:00:54.709,135.09,100,D
10:00:54.843,135.09,6,D
10:00:54.951,135.09,1,D
10:00:55.201,135.09,100,Q
10:00:55.201,135.09,100,Q
10:00:55.401,135.09,50,D
10:00:55.741,135.1,100,Q
10:00:55.741,135.1,100,Q
10:00:55.742,135.1,100,Q
10:00:55.742,135.1,100,Z
10:00:55.742,135.1,100,Z
10:00:55.742,135.11,100,Y
10:00:55.766,135.11,100,Z
10:00:55.766,135.11,100,Z
10:00:55.766,135.11,100,K
10:00:55.802,135.12,100,Z
10:00:55.802,135.12,36,Z
10:00:55.901,135.11,170,D
10:00:56.234,135.11,300,D
10:00:56.237,135.11,300,D
10:00:56.419,135.09,7,D
10:00:56.580,135.12,20,D
10:00:56.650,135.12,100,Q
10:00:56.650,135.12,100,Z
10:00:56.650,135.12,100,K
10:00:56.650,135.12,100,P
10:00:56.650,135.12,100,P
10:00:56.650,135.12,100,P
10:00:56.687,135.13,600,D
10:00:56.702,135.12,2000,D
10:00:56.877,135.12,200,D
10:00:56.879,135.12,400,D
10:00:56.900,135.12,100,D
10:00:56.920,135.12,100,D
10:00:56.924,135.12,100,D
10:00:57.014,135.12,100,D
10:00:57.069,135.12,100,D
10:00:57.084,135.13,18,D
10:00:57.084,135.12,100,D
10:00:57.161,135.12,100,B
10:00:57.419,135.12,314,D
10:00:57.623,135.13,100,D
10:00:57.662,135.13,100,D
10:00:57.909,135.13,100,Q
10:00:57.909,135.13,100,Q
10:00:57.915,135.12,100,D
10:00:57.921,135.13,100,Q
10:00:57.926,135.13,77,D
10:00:58.253,135.12,100,D
10:00:58.256,135.12,100,D
10:00:58.258,135.12,100,D
10:00:58.272,135.13,100,X
10:00:58.273,135.13,100,P
10:00:58.321,135.13,300,P
10:00:58.330,135.12,100,D
10:00:59.086,135.12,100,D
10:00:59.313,135.12,40,D
10:00:59.566,135.12,100,D
10:00:59.570,135.12,100,D
10:00:59.574,135.12,200,D
10:00:59.578,135.12,200,D
10:00:59.633,135.13,50,D
10:00:59.878,135.13,10,D
10:01:00.851,135.14,40,D
10:01:01.214,135.13,100,Y
10:01:01.221,135.13,100,Q
10:01:01.222,135.13,100,K
10:01:01.260,135.13,100,P
10:01:01.260,135.13,100,P
10:01:01.918,135.14,100,D
10:01:02.154,135.13,100,D
10:01:02.184,135.14,140,D
10:01:02.238,135.13,245,D
10:01:02.481,135.13,100,J
10:01:02.579,135.13,25,D
10:01:02.648,135.13,75,D
10:01:02.649,135.13,25,Q
10:01:02.649,135.13,75,Q
10:01:02.649,135.13,25,Q
10:01:02.649,135.13,100,Q
10:01:02.649,135.13,57,Q
10:01:02.649,135.13,18,Q
10:01:02.649,135.13,82,Q
10:01:02.650,135.13,100,P
10:01:02.651,135.12,100,Q
10:01:02.651,135.12,200,Q
10:01:02.651,135.12,200,Q
10:01:02.652,135.13,75,D
10:01:02.739,135.12,100,Q
10:01:02.740,135.12,100,Z
10:01:02.826,135.12,100,K
10:01:02.946,135.12,100,Q
10:01:02.947,135.12,100,P
10:01:03.715,135.12,25,Z
10:01:03.727,135.12,75,Y
10:01:03.731,135.11,100,Q
10:01:03.731,135.11,100,Q
10:01:03.731,135.11,100,Q
10:01:03.731,135.11,100,Q
10:01:03.731,135.11,80,Q
10:01:03.731,135.11,100,Z
10:01:03.731,135.11,100,Z
10:01:03.731,135.11,36,Z
10:01:03.731,135.11,100,K
10:01:03.731,135.11,100,K
10:01:03.731,135.11,100,K
10:01:03.731,135.11,100,K
10:01:03.731,135.11,100,K
10:01:03.731,135.11,100,P
10:01:03.731,135.11,100,P
10:01:03.731,135.11,100,P
10:01:03.732,135.1,100,Q
10:01:03.732,135.1,100,Q
10:01:03.732,135.1,100,Q
10:01:03.732,135.1,1000,Q
10:01:03.732,135.1,80,Q
10:01:03.732,135.1,100,Z
10:01:03.732,135.1,100,Z
10:01:03.732,135.1,100,Z
10:01:03.732,135.1,100,K
10:01:03.732,135.1,100,K
10:01:03.732,135.1,100,K
10:01:03.732,135.1,100,K
10:01:03.735,135.09,100,Q
10:01:03.735,135.09,100,Q
10:01:03.735,135.09,100,Q
10:01:03.735,135.09,100,Q
10:01:03.735,135.09,72,Q
10:01:03.735,135.09,80,Q
10:01:03.736,135.09,100,K
10:01:03.737,135.09,100,P
10:01:03.738,135.08,100,Q
10:01:03.738,135.08,100,Q
10:01:03.738,135.08,100,Q
10:01:03.738,135.08,80,Q
10:01:03.738,135.08,72,Q
10:01:03.738,135.08,54,Q
10:01:03.738,135.08,100,Q
10:01:03.739,135.08,100,Z
10:01:03.739,135.08,100,K
10:01:03.739,135.08,100,K
10:01:03.743,135.07,200,Q
10:01:03.743,135.07,100,Q
10:01:03.743,135.07,23,Q
10:01:03.743,135.07,100,Q
10:01:03.743,135.07,100,Q
10:01:03.743,135.07,70,Q
10:01:03.743,135.07,3,Q
10:01:03.743,135.07,80,Q
10:01:03.743,135.07,100,Q
10:01:03.743,135.07,100,Z
10:01:03.743,135.07,100,Z
10:01:03.743,135.07,100,Z
10:01:03.743,135.07,100,K
10:01:03.743,135.07,400,J
10:01:03.743,135.07,100,K
10:01:03.743,135.07,100,K
10:01:03.743,135.07,100,K
10:01:03.743,135.07,100,K
10:01:03.744,135.07,80,P
10:01:03.744,135.07,100,P
10:01:03.744,135.07,100,Q
10:01:03.744,135.07,100,K
10:01:03.745,135.07,100,Q
10:01:03.745,135.07,100,Q
10:01:03.745,135.07,100,Q
10:01:03.745,135.07,64,Q
10:01:03.745,135.07,136,Q
10:01:03.745,135.07,80,Q
10:01:03.745,135.07,100,Z
10:01:03.745,135.07,100,K
10:01:03.745,135.07,100,K
10:01:03.745,135.07,100,K
10:01:03.745,135.07,80,Q
10:01:03.745,135.07,20,Q
10:01:03.745,135.07,300,Q
10:01:03.745,135.07,100,Q
10:01:03.746,135.07,100,Q
10:01:03.746,135.07,100,Q
10:01:03.746,135.07,100,Z
10:01:03.746,135.07,100,K
10:01:03.836,135.07,10,Q
10:01:03.842,135.07,100,P
10:01:03.937,135.07,90,Q
10:01:03.937,135.07,100,Q
10:01:03.937,135.07,100,K
10:01:03.943,135.08,100,D
10:01:03.975,135.07,100,J
10:01:04.062,135.08,100,Q
10:01:04.062,135.08,100,Q
10:01:04.062,135.08,52,Q
10:01:04.062,135.08,48,Q
10:01:04.062,135.08,100,Q
10:01:04.062,135.08,100,Z
10:01:04.062,135.08,100,K
10:01:04.062,135.08,100,K
10:01:04.062,135.08,100,Z
10:01:04.062,135.08,100,K
10:01:04.062,135.08,100,Q
10:01:04.062,135.08,100,Q
10:01:04.062,135.08,80,Q
10:01:04.062,135.08,100,Q
10:01:04.063,135.08,100,K
10:01:04.268,135.07,100,D
10:01:04.443,135.07,100,J
10:01:04.701,135.08,7,D
10:01:04.734,135.08,300,D
10:01:04.864,135.08,185,D
10:01:05.330,135.07,200,D
10:01:05.568,135.07,500,D
10:01:05.680,135.08,21,D
10:01:05.734,135.08,100,V
10:01:06.278,135.07,80,Q
10:01:06.278,135.07,18,Q
10:01:06.278,135.07,16,Z
10:01:06.456,135.07,82,Q
10:01:06.456,135.07,100,Z
10:01:06.456,135.07,84,Z
10:01:06.460,135.07,100,D
10:01:06.462,135.07,800,D
10:01:06.463,135.07,100,D
10:01:06.832,135.07,100,K
10:01:06.832,135.07,100,K
10:01:06.832,135.07,100,Q
10:01:06.832,135.07,100,Q
10:01:07.062,135.08,100,Q
10:01:07.063,135.08,100,Q
10:01:07.063,135.08,42,Q
10:01:07.063,135.08,58,Q
10:01:07.082,135.08,500,D
10:01:07.361,135.09,30,D
10:01:07.465,135.08,300,D
10:01:08.129,135.08,100,Q
10:01:08.228,135.09,200,V
10:01:08.344,135.08,8,D
10:01:08.878,135.09,100,X
10:01:08.878,135.09,200,K
10:01:08.878,135.09,100,K
10:01:08.878,135.09,100,K
10:01:08.878,135.09,100,K
10:01:08.879,135.09,200,Z
10:01:08.879,135.09,100,Z
10:01:08.879,135.09,100,Q
10:01:08.879,135.09,100,Q
10:01:08.879,135.09,100,Q
10:01:08.879,135.09,100,Q
10:01:08.879,135.09,100,P
10:01:08.879,135.09,100,P
10:01:08.879,135.09,8,Q
10:01:08.880,135.1,100,Z
10:01:08.880,135.1,100,Z
10:01:08.880,135.09,100,K
10:01:08.880,135.1,19,K
10:01:08.911,135.1,600,D
10:01:08.913,135.1,100,D
10:01:09.152,135.09,100,Q
10:01:09.153,135.1,80,Z
10:01:09.248,135.09,50,D
10:01:09.568,135.09,100,P
10:01:09.653,135.09,82,D
10:01:10.118,135.09,100,Q
10:01:10.327,135.08,55,D
10:01:10.424,135.09,262,D
10:01:10.461,135.09,100,Q
10:01:10.909,135.1,100,Q
10:01:10.909,135.1,100,Q
10:01:10.909,135.1,100,Q
10:01:10.909,135.1,100,K
10:01:11.059,135.11,50,D
10:01:11.557,135.1,2500,D
10:01:11.557,135.1,100,D
10:01:11.559,135.1,700,V
10:01:11.559,135.1,9300,D
10:01:11.566,135.1,5061,D
10:01:11.944,135.1,317,D
10:01:12.835,135.1,70,P
10:01:12.836,135.1,30,P
10:01:12.837,135.09,70,D
10:01:13.147,135.1,87,D
10:01:13.359,135.11,10,D
10:01:13.706,135.11,4,D
10:01:14.243,135.11,2,V
10:01:14.244,135.11,3,V
10:01:14.521,135.11,100,Q
10:01:14.521,135.11,100,Z
10:01:14.522,135.11,100,K
10:01:14.528,135.12,100,D
10:01:14.853,135.11,100,Q
10:01:16.765,135.11,100,Q
10:01:16.765,135.11,200,Q
10:01:16.765,135.11,100,Q
10:01:16.765,135.11,100,Z
10:01:16.765,135.11,100,K
10:01:16.766,135.11,100,P
10:01:16.852,135.11,200,Q
10:01:16.853,135.11,100,Q
10:01:17.148,135.11,400,D
10:01:18.227,135.11,2,D
10:01:18.667,135.11,100,K
10:01:18.667,135.11,100,K
10:01:18.667,135.11,100,K
10:01:18.826,135.1,100,Q
10:01:18.826,135.1,100,Q
10:01:18.826,135.1,100,Q
10:01:18.826,135.1,1,Q
10:01:18.826,135.1,100,Q
10:01:18.826,135.1,100,Q
10:01:18.826,135.1,100,B
10:01:18.826,135.1,99,Q
10:01:18.826,135.1,100,X
10:01:18.826,135.1,100,X
10:01:18.826,135.1,100,Y
10:01:19.252,135.09,180,D
10:01:19.253,135.1,100,P
10:01:19.974,135.1,300,D
10:01:19.978,135.09,100,Q
10:01:19.978,135.09,1,Q
10:01:19.978,135.09,100,Q
10:01:19.978,135.09,100,Q
10:01:19.978,135.09,100,Q
10:01:19.978,135.09,100,K
10:01:19.978,135.09,99,K
10:01:20.088,135.08,296,D
10:01:20.947,135.08,12,D
10:01:21.118,135.08,75,D
10:01:21.167,135.08,10,D
10:01:21.169,135.08,100,D
10:01:21.835,135.08,4,Y
10:01:21.836,135.08,1,Y
10:01:21.837,135.08,15,B
10:01:21.837,135.08,85,B
10:01:21.837,135.08,4,D
10:01:21.838,135.08,1,D
10:01:21.839,135.08,15,D
10:01:22.005,135.08,100,K
10:01:22.007,135.08,100,V
10:01:22.735,135.07,196,D
10:01:22.953,135.07,10,D
10:01:23.135,135.07,2,Q
10:01:23.791,135.07,35,D
10:01:23.839,135.07,8,Q
10:01:23.845,135.07,100,V
10:01:24.184,135.07,100,Q
10:01:24.184,135.07,100,Q
10:01:24.184,135.07,98,Q
10:01:24.184,135.07,123,Q
10:01:24.185,135.07,100,K
10:01:24.185,135.07,123,K
10:01:24.188,135.07,100,K
10:01:24.190,135.07,500,D
10:01:24.326,135.07,4,D
10:01:24.665,135.07,100,P
10:01:25.250,135.07,100,Q
10:01:25.250,135.07,100,Q
10:01:25.250,135.07,100,Q
10:01:25.250,135.07,100,Q
10:01:25.250,135.07,100,Q
10:01:25.252,135.07,100,K
10:01:25.253,135.07,100,V
10:01:26.114,135.07,50,P
10:01:26.383,135.07,500,D
10:01:27.256,135.07,100,V
10:01:27.281,135.06,1,K
10:01:27.311,135.06,49,D
10:01:27.351,135.07,50,D
10:01:27.352,135.06,50,D
10:01:27.622,135.07,5000,D
10:01:27.626,135.06,100,P
10:01:27.626,135.06,600,P
10:01:28.022,135.07,11,P
10:01:28.026,135.07,300,D
10:01:28.090,135.07,2,Q
10:01:28.215,135.07,199,D
10:01:28.313,135.07,100,D
10:01:28.313,135.08,500,V
10:01:28.313,135.08,500,D
10:01:28.313,135.07,100,Z
10:01:28.318,135.08,600,D
10:01:28.514,135.06,100,D
10:01:28.797,135.07,100,D
10:01:28.959,135.06,500,P
10:01:29.046,135.06,15,D
10:01:29.212,135.06,75,Z
10:01:29.220,135.06,3000,D
10:01:29.281,135.06,1,K
10:01:29.560,135.07,50,D
10:01:30.764,135.06,100,B
10:01:30.765,135.06,5,Y
10:01:30.765,135.06,5,Y
10:01:30.765,135.06,800,P
10:01:31.161,135.06,100,B
10:01:31.345,135.06,40,Y
10:01:31.406,135.06,100,D
10:01:31.790,135.07,1,V
10:01:31.821,135.06,134,D
10:01:31.823,135.06,134,D
10:01:31.901,135.06,75,D
10:01:32.096,135.07,1,V
10:01:32.372,135.07,1,V
10:01:32.520,135.06,300,K
10:01:32.520,135.06,500,K
10:01:32.520,135.06,55,Y
10:01:32.520,135.06,75,K
10:01:32.520,135.06,100,K
10:01:32.520,135.06,25,K
10:01:32.520,135.06,25,Z
10:01:32.520,135.06,75,K
10:01:32.520,135.06,72,K
10:01:32.533,135.06,1250,D
10:01:32.553,135.07,15,D
10:01:32.573,135.06,600,P
10:01:32.573,135.06,200,P
10:01:32.574,135.06,200,P
10:01:32.574,135.06,100,Q
10:01:32.574,135.06,114,P
10:01:32.574,135.06,37,Z
10:01:32.574,135.06,100,Z
10:01:32.605,135.07,1,V
10:01:32.997,135.07,1,V
10:01:33.074,135.06,128,K
10:01:33.257,135.07,1,V
10:01:33.261,135.06,100,Q
10:01:33.261,135.06,100,Q
10:01:33.261,135.06,100,Q
10:01:33.261,135.06,100,Q
10:01:33.333,135.06,100,D
10:01:33.348,135.07,100,D
10:01:33.467,135.07,1,V
10:01:33.588,135.06,100,B
10:01:33.588,135.06,100,X
10:01:33.588,135.06,100,Y
10:01:33.588,135.06,200,K
10:01:33.588,135.06,100,K
10:01:33.588,135.06,34,Z
10:01:33.588,135.06,200,Z
10:01:33.589,135.06,86,P
10:01:33.589,135.06,167,P
10:01:33.590,135.06,166,P
10:01:33.671,135.06,100,P
10:01:33.672,135.06,67,P
10:01:33.672,135.06,33,P
10:01:33.685,135.06,100,K
10:01:33.796,135.07,1,V
10:01:34.149,135.07,1,V
10:01:34.180,135.06,300,D
10:01:34.415,135.06,74,P
10:01:34.416,135.07,1,V
10:01:34.417,135.06,93,P
10:01:34.417,135.06,207,P
10:01:34.730,135.07,1,V
10:01:34.998,135.06,593,P
10:01:34.998,135.06,307,P
10:01:34.999,135.06,293,P
10:01:34.999,135.06,33,P
10:01:34.999,135.06,74,P
10:01:34.999,135.06,93,P
10:01:35.002,135.06,2,Z
10:01:35.002,135.06,2,K
10:01:35.003,135.06,3,Z
10:01:35.003,135.06,3,K
10:01:35.027,135.05,300,D
10:01:35.034,135.06,195,K
10:01:35.037,135.05,100,D
